lemma,language_code,status
enemy n. b1,en,PENDING
energy n. a2,en,PENDING
engage v. b2,en,PENDING
engaged adj. b1,en,PENDING
engine n. a2,en,PENDING
engineer n. a2,en,PENDING
engineering n. b1,en,PENDING
enhance v. b2,en,PENDING
enjoy v. a1,en,PENDING
enormous adj. a2,en,PENDING
"enough det., pron., adv. a1",en,PENDING
enquiry n. b2,en,PENDING
ensure v. b2,en,PENDING
enter v. a2,en,PENDING
entertain v. b1,en,PENDING
entertainment n. b1,en,PENDING
enthusiasm n. b2,en,PENDING
enthusiastic adj. b2,en,PENDING
entire adj. b2,en,PENDING
entirely adv. b2,en,PENDING
entrance n. b1,en,PENDING
entry n. b1,en,PENDING
environment n. a2,en,PENDING
environmental adj. b1,en,PENDING
episode n. b1,en,PENDING
"equal adj., v. b1, n. b2",en,PENDING
equally adv. b1,en,PENDING
equipment n. a2,en,PENDING
error n. a2,en,PENDING
"escape v., n. b1",en,PENDING
especially adv. a2,en,PENDING
essay n. a2,en,PENDING
essential adj. b1,en,PENDING
establish v. b2,en,PENDING
estate n. b2,en,PENDING
"estimate v., n. b2",en,PENDING
ethical adj. b2,en,PENDING
euro n. a1,en,PENDING
evaluate v. b2,en,PENDING
"even adv. a1, adj. b2",en,PENDING
evening n. a1,en,PENDING
event n. a1,en,PENDING
eventually adv. b1,en,PENDING
ever adv. a1,en,PENDING
every det. a1,en,PENDING
everybody pron. a1,en,PENDING
everyday adj. a2,en,PENDING
everyone pron. a1,en,PENDING
everything pron. a1,en,PENDING
everywhere adv. a2,en,PENDING
evidence n. a2,en,PENDING
"evil adj., n. b2",en,PENDING
exact adj. a2,en,PENDING
exactly adv. a2,en,PENDING
exam n. a1,en,PENDING
examination n. b2,en,PENDING
examine v. b1,en,PENDING
example n. a1,en,PENDING
excellent adj. a2,en,PENDING
"except prep. a2, conj. b1",en,PENDING
"exchange n., v. b1",en,PENDING
excited adj. a1,en,PENDING
excitement n. b1,en,PENDING
exciting adj. a1,en,PENDING
"excuse n., v. b2",en,PENDING
"executive n., adj. b2",en,PENDING
"exercise n., v. a1",en,PENDING
exhibition n. b1,en,PENDING
exist v. a2,en,PENDING
existence n. b2,en,PENDING
expand v. b1,en,PENDING
expect v. a2,en,PENDING
expectation n. b2,en,PENDING
expected adj. b1,en,PENDING
expedition n. b1,en,PENDING
expense n. b2,en,PENDING
expensive adj. a1,en,PENDING
"experience n. a2, v. b1",en,PENDING
experienced adj. b1,en,PENDING
"experiment n. a2, v. b1",en,PENDING
"expert n., adj. a2",en,PENDING
explain v. a1,en,PENDING
explanation n. a2,en,PENDING
explode v. b1,en,PENDING
exploration n. b2,en,PENDING
explore v. b1,en,PENDING
explosion n. b1,en,PENDING
"export n., v. b1",en,PENDING
expose v. b2,en,PENDING
express v. a2,en,PENDING
expression n. a2,en,PENDING
extend v. b2,en,PENDING
extent n. b2,en,PENDING
external adj. b2,en,PENDING
"extra adj. a1, n., adv. b1",en,PENDING
extraordinary adj. b2,en,PENDING
"extreme adj. a2, n. b2",en,PENDING
extremely adv. a2,en,PENDING
eye n. a1,en,PENDING
"face n. a1, v. b1",en,PENDING
facility n. b2,en,PENDING
fact n. a1,en,PENDING
factor n. a2,en,PENDING
factory n. a2,en,PENDING
fail v. a2,en,PENDING
failure n. b2,en,PENDING
fair adj. a2,en,PENDING
fairly adv. b1,en,PENDING
faith n. b2,en,PENDING
"fall v. a1, n. a2",en,PENDING
false adj. a1,en,PENDING
familiar adj. b1,en,PENDING
"family n., adj. a1",en,PENDING
famous adj. a1,en,PENDING
fan n. a2,en,PENDING
"fancy v., adj. b1",en,PENDING
fantastic adj. a1,en,PENDING
"far adv. a1, adj. b1",en,PENDING
"farm n. a1, v.a2",en,PENDING
farmer n. a1,en,PENDING
farming n. a2,en,PENDING
fascinating adj. b1,en,PENDING
fashion n. a2,en,PENDING
fashionable adj. b1,en,PENDING
"fast adj., adv. a1",en,PENDING
fasten v. b1,en,PENDING
"fat adj. a1, n.a2",en,PENDING
father n. a1,en,PENDING
fault n. b2,en,PENDING
"favour n. b1, v. b2",en,PENDING
"favourite adj., n. a1",en,PENDING
"fear n. a2, v. b1",en,PENDING
feather n. b2,en,PENDING
"feature n. a2, v. b1",en,PENDING
february n. a1,en,PENDING
fee n. b2,en,PENDING
"feed v. a2, n. b2",en,PENDING
feedback n. b2,en,PENDING
"feel v. a1, n. b2",en,PENDING
feeling n. a1,en,PENDING
fellow adj. b2,en,PENDING
"female adj., n. a2",en,PENDING
fence n. b1,en,PENDING
festival n. a1,en,PENDING
"few adj., pron. a1",en,PENDING
few det. pron. a1,en,PENDING
fiction n. a2,en,PENDING
field n. a2,en,PENDING
fifteen number a1,en,PENDING
fifth number a1,en,PENDING
fifty number a1,en,PENDING
"fight v., n. a2",en,PENDING
fighting n. b1,en,PENDING
"figure n. a2, v. b2",en,PENDING
"file n. b1, v. b2",en,PENDING
fill v. a1,en,PENDING
"film n. a1, v. a2",en,PENDING
"final adj. a1, n. a2",en,PENDING
finally adv. a2,en,PENDING
"finance n., v. b2",en,PENDING
financial adj. b1,en,PENDING
find v. a1,en,PENDING
finding n. b2,en,PENDING
fine adj. a1,en,PENDING
finger n. a2,en,PENDING
"finish v. a1, n. a2",en,PENDING
"fire n. a1, v. b1",en,PENDING
firm n. b2,en,PENDING
"first det. adv. a1, n. a2",en,PENDING
"first number, adv. a1, n. a2",en,PENDING
firstly adv. a2,en,PENDING
"fish n. a1, v. a2",en,PENDING
fishing n. a2,en,PENDING
"fit v., adj. a2",en,PENDING
fitness n. b1,en,PENDING
five number a1,en,PENDING
"fix v. a2, n. b2",en,PENDING
fixed adj. b1,en,PENDING
flag n. b1,en,PENDING
flame n. b2,en,PENDING
"flash n., v. b2",en,PENDING
"flat n. a1, adj. a2",en,PENDING
flexible adj. b2,en,PENDING
flight n. a1,en,PENDING
float v. b2,en,PENDING
"flood n., v. b1",en,PENDING
floor n. a1,en,PENDING
flour n. b1,en,PENDING
"flow v., n. b1",en,PENDING
flower n. a1,en,PENDING
flu n. a2,en,PENDING
"fly v. a1, n. a2",en,PENDING
"flying n., adj. a2",en,PENDING
"focus v., n. a2",en,PENDING
"fold v. b1, n. b2",en,PENDING
folding adj. b2,en,PENDING
"folk n., adj. b1",en,PENDING
follow v. a1,en,PENDING
"following adj. a2, n. b1, prep. b2",en,PENDING
food n. a1,en,PENDING
foot n. a1,en,PENDING
football n. a1,en,PENDING
for prep. a1,en,PENDING
"force n., v. b1",en,PENDING
foreign adj. a2,en,PENDING
forest n. a2,en,PENDING
forever adv. b1,en,PENDING
forget v. a1,en,PENDING
forgive v. b2,en,PENDING
fork n. a2,en,PENDING
"form n., v. a1",en,PENDING
formal adj. a2,en,PENDING
former adj. b2,en,PENDING
fortunately adv. a2,en,PENDING
fortune n. b2,en,PENDING
forty number a1,en,PENDING
"forward adv. a2, adj. b2",en,PENDING
found v. b2,en,PENDING
four number a1,en,PENDING
fourteen number a1,en,PENDING
fourth number a1,en,PENDING
"frame n., v. b1",en,PENDING
"free adj. a1, adv. a2, v. b2",en,PENDING
freedom n. b2,en,PENDING
freeze v. b1,en,PENDING
frequency n. b2,en,PENDING
frequently adv. b1,en,PENDING
fresh adj. a2,en,PENDING
friday n. a1,en,PENDING
fridge n. a2,en,PENDING
friend n. a1,en,PENDING
friendly adj. a1,en,PENDING
friendship n. b1,en,PENDING
frighten v. b1,en,PENDING
frightened adj. b1,en,PENDING
frightening adj. b1,en,PENDING
frog n. a2,en,PENDING
from prep. a1,en,PENDING
"front n., adj. a1",en,PENDING
frozen adj. b1,en,PENDING
fruit n. a1,en,PENDING
fry v. b1,en,PENDING
"fuel n. b1, v. b2",en,PENDING
full adj. a1,en,PENDING
fully adv. b2,en,PENDING
"fun n. a1, adj. a2",en,PENDING
"function n. b1, v. b2",en,PENDING
"fund n., v. b2",en,PENDING
fundamental adj. b2,en,PENDING
funding n. b2,en,PENDING
funny adj. a1,en,PENDING
fur n. b1,en,PENDING
furniture n. a2,en,PENDING
"further adj. a2, adv. b1",en,PENDING
furthermore adv. b2,en,PENDING
"future n. a1, adj. a2",en,PENDING
"gain v., n. b2",en,PENDING
gallery n. a2,en,PENDING
game n. a1,en,PENDING
gang n. b2,en,PENDING
gap n. a2,en,PENDING
garage n. b1,en,PENDING
garden n. a1,en,PENDING
gas n. a2,en,PENDING
gate n. a2,en,PENDING
gather v. b1,en,PENDING
general adj. a2,en,PENDING
generally adv. b1,en,PENDING
generate v. b2,en,PENDING
generation n. b1,en,PENDING
generous adj. b1,en,PENDING
genre n. b2,en,PENDING
gentle adj. b1,en,PENDING
gentleman n. b1,en,PENDING
geography n. a1,en,PENDING
get v. a1,en,PENDING
ghost n. b1,en,PENDING
"giant adj., n. b1",en,PENDING
gift n. a2,en,PENDING
girl n. a1,en,PENDING
girlfriend n. a1,en,PENDING
give v. a1,en,PENDING
glad adj. b1,en,PENDING
glass n. a1,en,PENDING
global adj. b1,en,PENDING
glove n. b1,en,PENDING
"go v. a1, n. b1",en,PENDING
goal n. a2,en,PENDING
god n. a2,en,PENDING
"gold n., adj. a2",en,PENDING
golf n. a2,en,PENDING
"good adj. a1, n. a2",en,PENDING
goodbye exclam. a1,en,PENDING
goodbye n. a1,en,PENDING
goods n. b1,en,PENDING
govern v. b2,en,PENDING
government n. a2,en,PENDING
grab v. b2,en,PENDING
"grade n. b1, v. b2",en,PENDING
gradually adv. b2,en,PENDING
"graduate n., v. b1",en,PENDING
grain n. b1,en,PENDING
grand adj. b2,en,PENDING
grandfather n. a1,en,PENDING
grandmother n. a1,en,PENDING
grandparent n. a1,en,PENDING
"grant v., n. b2",en,PENDING
grass n. a2,en,PENDING
grateful adj. b1,en,PENDING
great adj. a1,en,PENDING
"green adj., n. a1",en,PENDING
greet v. a2,en,PENDING
"grey adj., n. a1",en,PENDING
ground n. a2,en,PENDING
group n. a1,en,PENDING
grow v. a1,en,PENDING
growth n. b1,en,PENDING
"guarantee v., n. b2",en,PENDING
"guard n., v. b1",en,PENDING
"guess v., n. a1",en,PENDING
guest n. a2,en,PENDING
"guide n., v. a2",en,PENDING
guilty adj. b1,en,PENDING
guitar n. a1,en,PENDING
gun n. a2,en,PENDING
guy n. a2,en,PENDING
gym n. a1,en,PENDING
habit n. a2,en,PENDING
hair n. a1,en,PENDING
"half n., det. a1, adv. a2",en,PENDING
"half n., pron. a1, adv. a2",en,PENDING
hall n. a2,en,PENDING
"hand n. a1, v. b1",en,PENDING
"handle v., n. b2",en,PENDING
hang v. b1,en,PENDING
happen v. a1,en,PENDING
happily adv. a2,en,PENDING
happiness n. b1,en,PENDING
happy adj. a1,en,PENDING
"hard adj., adv. a1",en,PENDING
hardly adv. b1,en,PENDING
"harm n., v. b2",en,PENDING
harmful adj. b2,en,PENDING
hat n. a1,en,PENDING
"hate v. a1, n. b1",en,PENDING
have to modal v. a1,en,PENDING
"have v. a1, auxiliary v. a2",en,PENDING
he pron. a1,en,PENDING
"head n. a1, v. b1",en,PENDING
headache n. a2,en,PENDING
headline n. b1,en,PENDING
health n. a1,en,PENDING
healthy adj. a1,en,PENDING
hear v. a1,en,PENDING
hearing n. b2,en,PENDING
heart n. a2,en,PENDING
"heat n., v. a2",en,PENDING
heating n. b1,en,PENDING
heaven n. b2,en,PENDING
heavily adv. b1,en,PENDING
heavy adj. a2,en,PENDING
heel n. b2,en,PENDING
height n. a2,en,PENDING
helicopter n. b1,en,PENDING
hell n. b2,en,PENDING
hello exclam. a1,en,PENDING
hello n. a1,en,PENDING
"help v., n. a1",en,PENDING
helpful adj. a2,en,PENDING
"her pron., det. a1",en,PENDING
here adv. a1,en,PENDING
hero n. a2,en,PENDING
hers pron. a2,en,PENDING
herself pron. a2,en,PENDING
hesitate v. b2,en,PENDING
hey exclam. a1,en,PENDING
hi exclam. a1,en,PENDING
hide v. a2,en,PENDING
"high adj. a1, adv. a2, n. b2",en,PENDING
"highlight v., n. b1",en,PENDING
highly adv. b1,en,PENDING
hill n. a2,en,PENDING
him pron. a1,en,PENDING
himself pron. a2,en,PENDING
"hire v. b1, n. b2",en,PENDING
"his det. a1, pron. a2",en,PENDING
historic adj. b1,en,PENDING
historical adj. b1,en,PENDING
history n. a1,en,PENDING
"hit v., n. a2",en,PENDING
hobby n. a1,en,PENDING
hockey n. a2,en,PENDING
"hold v. a2, n. b2",en,PENDING
hole n. a2,en,PENDING
holiday n. a1,en,PENDING
hollow adj. b2,en,PENDING
holy adj. b2,en,PENDING
"home n., adv. a1, adj. a2",en,PENDING
homework n. a1,en,PENDING
honest adj. b1,en,PENDING
"honour n., v. b2",en,PENDING
"hope v. a1, n. a2",en,PENDING
horrible adj. b1,en,PENDING
horror n. b1,en,PENDING
horse n. a1,en,PENDING
hospital n. a1,en,PENDING
"host n. b1, v. b2",en,PENDING
hot adj. a1,en,PENDING
hotel n. a1,en,PENDING
hour n. a1,en,PENDING
"house n. a1, v. b2",en,PENDING
household n. b2,en,PENDING
housing n. b2,en,PENDING
how adv. a1,en,PENDING
however adv. a1,en,PENDING
huge adj. a2,en,PENDING
"human adj., n. a2",en,PENDING
humorous adj. b2,en,PENDING
humour n. b2,en,PENDING
hundred number a1,en,PENDING
hungry adj. a1,en,PENDING
"hunt v. b1, n. b2",en,PENDING
hunting n. b2,en,PENDING
hurricane n. b1,en,PENDING
"hurry n., v. b1",en,PENDING
"hurt v., adj. a2, n. b2",en,PENDING
husband n. a1,en,PENDING
i pron. a1,en,PENDING
ice cream n. a1,en,PENDING
ice n. a1,en,PENDING
idea n. a1,en,PENDING
"ideal adj. a2, n. b2",en,PENDING
identify v. a2,en,PENDING
identity n. b1,en,PENDING
if conj. a1,en,PENDING
ignore v. b1,en,PENDING
ill adj. a2,en,PENDING
illegal adj. b1,en,PENDING
illness n. a2,en,PENDING
illustrate v. b2,en,PENDING
illustration n. b2,en,PENDING
image n. a2,en,PENDING
imaginary adj. b1,en,PENDING
imagination n. b2,en,PENDING
imagine v. a1,en,PENDING
immediate adj. b1,en,PENDING
immediately adv. a2,en,PENDING
immigrant n. b1,en,PENDING
"impact n., v. b1",en,PENDING
impatient adj. b2,en,PENDING
imply v. b2,en,PENDING
"import n., v. b1",en,PENDING
importance n. b1,en,PENDING
important adj. a1,en,PENDING
impose v. b2,en,PENDING
impossible adj. a2,en,PENDING
impress v. b2,en,PENDING
impressed adj. b2,en,PENDING
impression n. b1,en,PENDING
impressive adj. b1,en,PENDING
improve v. a1,en,PENDING
improvement n. b1,en,PENDING
"in prep., adv. a1",en,PENDING
inch n. b2,en,PENDING
incident n. b2,en,PENDING
include v. a1,en,PENDING
included adj. a2,en,PENDING
including prep. a2,en,PENDING
income n. b2,en,PENDING
"increase v., n. a2",en,PENDING
increasingly adv. b2,en,PENDING
incredible adj. a2,en,PENDING
incredibly adv. b1,en,PENDING
indeed adv. b1,en,PENDING
independent adj. a2,en,PENDING
indicate v. b1,en,PENDING
indirect adj. b1,en,PENDING
"individual n., adj. a2",en,PENDING
indoor adj. b1,en,PENDING
indoors adv. b1,en,PENDING
industrial adj. b2,en,PENDING
industry n. a2,en,PENDING
infection n. b2,en,PENDING
"influence n., v. b1",en,PENDING
inform v. b2,en,PENDING
informal adj. a2,en,PENDING
information n. a1,en,PENDING
ingredient n. b1,en,PENDING
initial adj. b2,en,PENDING
initially adv. b2,en,PENDING
initiative n. b2,en,PENDING
injure v. b1,en,PENDING
injured adj. b1,en,PENDING
injury n. a2,en,PENDING
inner adj. b2,en,PENDING
innocent adj. b1,en,PENDING
insect n. a2,en,PENDING
"inside prep., adv., n., adj. a2",en,PENDING
insight n. b2,en,PENDING
insist v. b2,en,PENDING
inspire v. b2,en,PENDING
install v. b2,en,PENDING
instance n. b2,en,PENDING
instead adv. a2,en,PENDING
institute n. b2,en,PENDING
institution n. b2,en,PENDING
instruction n. a2,en,PENDING
instructor n. a2,en,PENDING
instrument n. a2,en,PENDING
insurance n. b2,en,PENDING
intelligence n. b1,en,PENDING
intelligent adj. a2,en,PENDING
intend v. b1,en,PENDING
intended adj. b2,en,PENDING
intense adj. b2,en,PENDING
intention n. b1,en,PENDING
"interest n., v. a1",en,PENDING
interested adj. a1,en,PENDING
interesting adj. a1,en,PENDING
internal adj. b2,en,PENDING
international adj. a2,en,PENDING
internet n. a1,en,PENDING
interpret v. b2,en,PENDING
interrupt v. b2,en,PENDING
"interview n., v. a1",en,PENDING
into prep. a1,en,PENDING
introduce v. a1,en,PENDING
introduction n. a2,en,PENDING
invent v. a2,en,PENDING
invention n. a2,en,PENDING
invest v. b1,en,PENDING
investigate v. b1,en,PENDING
investigation n. b2,en,PENDING
investment n. b2,en,PENDING
invitation n. a2,en,PENDING
invite v. a2,en,PENDING
involve v. a2,en,PENDING
involved adj. b1,en,PENDING
"iron n., v. b1",en,PENDING
island n. a1,en,PENDING
"issue n. b1, v. b2",en,PENDING
it n. b1,en,PENDING
it pron. a1,en,PENDING
item n. a2,en,PENDING
its det. a1,en,PENDING
itself pron. a2,en,PENDING
jacket n. a1,en,PENDING
jam n. a2,en,PENDING
january n. a1,en,PENDING
jazz n. a2,en,PENDING
jeans n. a1,en,PENDING
jewellery n. a2,en,PENDING
job n. a1,en,PENDING
join v. a1,en,PENDING
"joke n., v. a2",en,PENDING
journal n. b1,en,PENDING
journalist n. a2,en,PENDING
journey n. a1,en,PENDING
joy n. b2,en,PENDING
"judge n., v. b1",en,PENDING
judgement n. b2,en,PENDING
juice n. a1,en,PENDING
july n. a1,en,PENDING
"jump v., n. a2",en,PENDING
june n. a1,en,PENDING
junior adj. b2,en,PENDING
just adv. a1,en,PENDING
justice n. b2,en,PENDING
justify v. b2,en,PENDING
keen adj. b1,en,PENDING
keep v. a1,en,PENDING
"key n., adj. a1, v. b1",en,PENDING
keyboard n. b1,en,PENDING
"kick v., n. b1",en,PENDING
kid n. a2,en,PENDING
kill v. a2,en,PENDING
killing n. b1,en,PENDING
kilometre n. a1,en,PENDING
kind adj. b1,en,PENDING
kind caring adj. b1,en,PENDING
kind n. a1,en,PENDING
kind type n. a1,en,PENDING
king n. a2,en,PENDING
"kiss v., n. b1",en,PENDING
kitchen n. a1,en,PENDING
knee n. a2,en,PENDING
knife n. a2,en,PENDING
"knock v. a2, n. b1",en,PENDING
know v. a1,en,PENDING
knowledge n. a2,en,PENDING
lab n. a2,en,PENDING
"label n., v. b1",en,PENDING
laboratory n. b1,en,PENDING
labour n. b2,en,PENDING
"lack n., v. b1",en,PENDING
lady n. a2,en,PENDING
lake n. a2,en,PENDING
lamp n. a2,en,PENDING
"land n. a1, v. a2",en,PENDING
landscape n. b2,en,PENDING
language n. a1,en,PENDING
laptop n. a2,en,PENDING
large adj. a1,en,PENDING
largely adv. b2,en,PENDING
"last1 det. a1, adv., n. a2",en,PENDING
"last1 final det. a1, adv., n. a2",en,PENDING
last1 taking time v. a2,en,PENDING
last1 v. a2,en,PENDING
"late adj., adv. a1",en,PENDING
"later adv. a1, adj. a2",en,PENDING
"latest adj. b1, n. b2",en,PENDING
"laugh v., n. a1",en,PENDING
laughter n. a2,en,PENDING
"launch v., n. b2",en,PENDING
law n. a2,en,PENDING
lawyer n. a2,en,PENDING
lay v. b1,en,PENDING
layer n. b1,en,PENDING
lazy adj. a2,en,PENDING
"lead1 v. a2, n. b1",en,PENDING
leader n. a2,en,PENDING
leadership n. b2,en,PENDING
leading adj. b1,en,PENDING
leaf n. b1,en,PENDING
league n. b2,en,PENDING
lean v. b2,en,PENDING
learn v. a1,en,PENDING
learning n. a2,en,PENDING
least det. adv. a2,en,PENDING
"least pron., adv. a2",en,PENDING
leather n. b1,en,PENDING
"leave v. a1, n. b2",en,PENDING
"lecture n., v. a2",en,PENDING
"left adj., adv., n. a1",en,PENDING
leg n. a1,en,PENDING
legal adj. b1,en,PENDING
leisure n. b1,en,PENDING
lemon n. a2,en,PENDING
lend v. a2,en,PENDING
length n. b1,en,PENDING
less det. adv. a2,en,PENDING
"less pron., adv. a2",en,PENDING
lesson n. a1,en,PENDING
let v. a1,en,PENDING
letter n. a1,en,PENDING
"level n. a2, adj. b1, v. b2",en,PENDING
library n. a1,en,PENDING
licence n. b2,en,PENDING
lie1 v. a1,en,PENDING
"lie2 tell a lie v., n. b1",en,PENDING
"lie2 v., n. b1",en,PENDING
life n. a1,en,PENDING
lifestyle n. a2,en,PENDING
"lift v., n. a2",en,PENDING
light adj. a2,en,PENDING
"light from the a lamp n.,",en,PENDING
"light from the sun lamp n.,",en,PENDING
"light n.,",en,PENDING
light not heavy adj. a2,en,PENDING
"like find sb pleasant v. a1,",en,PENDING
"like find sth pleasant v. a1,",en,PENDING
like prep. a1,en,PENDING
like similar prep. a1,en,PENDING
"like v. a1,",en,PENDING
likely adj. a2,en,PENDING
"limit n., v. b1",en,PENDING
limited adj. b2,en,PENDING
"line n. a1, v. b2",en,PENDING
"link n., v. a2",en,PENDING
lion n. a1,en,PENDING
lip n. b1,en,PENDING
"liquid n., adj. b1",en,PENDING
"list n., v. a1",en,PENDING
listen v. a1,en,PENDING
listener n. a2,en,PENDING
literature n. b1,en,PENDING
"little adj., det. a1, adv. a2",en,PENDING
"little adj., pron. a1, adv. a2",en,PENDING
live1 v. a1,en,PENDING
"live2 adj., adv. b1",en,PENDING
lively adj. b2,en,PENDING
"living adj., n. b1",en,PENDING
"load n., v. b2",en,PENDING
loan n. b2,en,PENDING
"local adj. a1, n. b1",en,PENDING
locate v. b1,en,PENDING
located adj. b1,en,PENDING
location n. b1,en,PENDING
"lock v., n. a2",en,PENDING
logical adj. b2,en,PENDING
lonely adj. b1,en,PENDING
"long-term adj., adv. b2",en,PENDING
"long1 adj., adv. a1",en,PENDING
"look v. a1, n. a2",en,PENDING
loose adj. b2,en,PENDING
lord n. b2,en,PENDING
lorry n. a2,en,PENDING
lose v. a1,en,PENDING
loss n. b1,en,PENDING
lost adj. a2,en,PENDING
"lot pron., det., adv. a1",en,PENDING
"loud adj., adv. a2",en,PENDING
loudly adv. a2,en,PENDING
"love n., v. a1",en,PENDING
lovely adj. a2,en,PENDING
"low adj., adv. a2, n. b2",en,PENDING
lower v. b2,en,PENDING
luck n. a2,en,PENDING
lucky adj. a2,en,PENDING
lunch n. a1,en,PENDING
lung n. b2,en,PENDING
luxury n. b1,en,PENDING
machine n. a1,en,PENDING
mad adj. b1,en,PENDING
magazine n. a1,en,PENDING
"magic n., adj. b1",en,PENDING
"mail n., v. a2",en,PENDING
main adj. a1,en,PENDING
mainly adv. b1,en,PENDING
maintain v. b2,en,PENDING
major adj. a2,en,PENDING
majority n. b2,en,PENDING
"make v. a1, n. b2",en,PENDING
"male adj., n. a2",en,PENDING
mall n. b1,en,PENDING
man n. a1,en,PENDING
manage v. a2,en,PENDING
management n. b1,en,PENDING
manager n. a2,en,PENDING
manner n. a2,en,PENDING
many det. a1,en,PENDING
many pron. a1,en,PENDING
"map n. a1, v. b2",en,PENDING
march n. a1,en,PENDING
"mark v., n. a2",en,PENDING
"market n. a1, v. b1",en,PENDING
marketing n. b1,en,PENDING
marriage n. b1,en,PENDING
married adj. a1,en,PENDING
marry v. a2,en,PENDING
"mass n., adj. b2",en,PENDING
massive adj. b2,en,PENDING
"master n., v. b2",en,PENDING
"match contest n.,",en,PENDING
"match correspond n.,",en,PENDING
"match n.,",en,PENDING
matching adj. b2,en,PENDING
"material n. a2, adj. b2",en,PENDING
mathematics n. a2,en,PENDING
maths n. a2,en,PENDING
"matter n., v. a2",en,PENDING
"maximum adj., n. b2",en,PENDING
may modal v. a2,en,PENDING
may n. a1,en,PENDING
maybe adv. a1,en,PENDING
me pron. a1,en,PENDING
meal n. a1,en,PENDING
mean v. a1,en,PENDING
meaning n. a1,en,PENDING
means n. b2,en,PENDING
meanwhile adv. b1,en,PENDING
"measure v., n. b1",en,PENDING
measurement n. b2,en,PENDING
meat n. a1,en,PENDING
media n. a2,en,PENDING
medical adj. a2,en,PENDING
medicine n. a2,en,PENDING
"medium adj. b1, n. b2",en,PENDING
meet v. a1,en,PENDING
meeting n. a1,en,PENDING
melt v. b2,en,PENDING
member n. a1,en,PENDING
memory n. a2,en,PENDING
mental adj. b1,en,PENDING
"mention v. a2, n. b1",en,PENDING
menu n. a1,en,PENDING
"mess n., v. b1",en,PENDING
message n. a1,en,PENDING
metal n. a2,en,PENDING
method n. a2,en,PENDING
metre n. a1,en,PENDING
"middle n., adj. a2",en,PENDING
midnight n. a1,en,PENDING
might modal v. a2,en,PENDING
mild adj. b1,en,PENDING
mile n. a1,en,PENDING
"military adj., n. b2",en,PENDING
milk n. a1,en,PENDING
million number a1,en,PENDING
"mind n., v. a2",en,PENDING
mine belongs to me pron. a2,en,PENDING
mine hole in the ground n. b1,en,PENDING
mine n. b1,en,PENDING
mine pron. a2,en,PENDING
mineral n. b2,en,PENDING
"minimum adj., n. b2",en,PENDING
minister n. b2,en,PENDING
minor adj. b2,en,PENDING
minority n. b2,en,PENDING
minute1 n. a1,en,PENDING
mirror n. a2,en,PENDING
miss v. a1,en,PENDING
missing adj. a2,en,PENDING
mission n. b2,en,PENDING
"mistake n. a1, v. b2",en,PENDING
"mix v., n. b1",en,PENDING
mixed adj. b2,en,PENDING
mixture n. b1,en,PENDING
"mobile adj., n. a2",en,PENDING
"model n. a1, v. b2",en,PENDING
modern adj. a1,en,PENDING
modify v. b2,en,PENDING
moment n. a1,en,PENDING
monday n. a1,en,PENDING
money n. a1,en,PENDING
"monitor n., v. b2",en,PENDING
monkey n. a2,en,PENDING
month n. a1,en,PENDING
mood n. b1,en,PENDING
moon n. a2,en,PENDING
"moral adj., n. b2",en,PENDING
more det. adv. a1,en,PENDING
"more pron., adv. a1",en,PENDING
morning n. a1,en,PENDING
most det. adv. a1,en,PENDING
"most pron., adv. a1",en,PENDING
mostly adv. a2,en,PENDING
mother n. a1,en,PENDING
"motor n., adj. b2",en,PENDING
motorcycle n. a2,en,PENDING
mount v. b2,en,PENDING
mountain n. a1,en,PENDING
mouse n. a1,en,PENDING
mouth n. a1,en,PENDING
"move v. a1, n. b1",en,PENDING
movement n. a2,en,PENDING
movie n. a1,en,PENDING
much det. adv. a1,en,PENDING
"much pron., adv. a1",en,PENDING
mud n. b1,en,PENDING
multiple adj. b2,en,PENDING
multiply v. b2,en,PENDING
mum n. a1,en,PENDING
"murder n., v. b1",en,PENDING
muscle n. b1,en,PENDING
museum n. a1,en,PENDING
music n. a1,en,PENDING
"musical adj. a2, n. b1",en,PENDING
musician n. a2,en,PENDING
must modal v. a1,en,PENDING
my det. a1,en,PENDING
myself pron. a2,en,PENDING
mysterious adj. b2,en,PENDING
mystery n. b1,en,PENDING
n. b1,en,PENDING
nail n. b1,en,PENDING
"name n., v. a1",en,PENDING
"narrative n., adj. b1",en,PENDING
"narrow adj. a2, v. b2",en,PENDING
nation n. b1,en,PENDING
"national adj. a2, n. b2",en,PENDING
"native adj., n. b1",en,PENDING
natural adj. a1,en,PENDING
naturally adv. b1,en,PENDING
nature n. a2,en,PENDING
"near prep., adj., adv. a1",en,PENDING
nearly adv. a2,en,PENDING
neat adj. b2,en,PENDING
necessarily adv. b1,en,PENDING
necessary adj. a2,en,PENDING
neck n. a2,en,PENDING
"need v. a1, n. a2, modal v. b1",en,PENDING
needle n. b1,en,PENDING
"negative adj. a1, n. b2",en,PENDING
neighbour n. a1,en,PENDING
neighbourhood n. b1,en,PENDING
"neither det. a2, adv. b1",en,PENDING
"neither pron. a2, adv. b1",en,PENDING
nerve n. b2,en,PENDING
nervous adj. a2,en,PENDING
net n. b1,en,PENDING
network n. a2,en,PENDING
never adv. a1,en,PENDING
nevertheless adv. b2,en,PENDING
new adj. a1,en,PENDING
news n. a1,en,PENDING
newspaper n. a1,en,PENDING
"next adj., adv. a1, n. b1",en,PENDING
